feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,1.6146710211198225,0.3829579948169935,0.3358169161155381,0.11602563503555875,0.45911649849527614,123.51150913607302
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212109,-1.4123037013352915,1.909198320735406,-0.8032702274586366,2.855304308651929,0.17715031133941264,-0.013668496000989691,-52.82407597403436
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,1.0907725751385584,-2.090057859394249,1.8292621632760904,-0.26413670339931566,-0.3260144250152891,19.190140298595196
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,0.13990622390558657,0.08654228295228743,-0.25447858335543605,-0.20577673661336565,-0.8256435563662492,64.63404650638567
0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,-1.8942123618514264,0.016846952321462563,0.3492651839097226,0.4613390535643162,0.44266199888946106,15.125274262285465
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,-0.7352397777731992,-1.0822018178610993,-0.42134694720515903,0.2003036065634275,0.17296084581820173,59.94342258960867
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,0.6778527045297448,0.05922393740591813,0.9955897704757674,1.100470672862688,1.4302354502452999,-26.690240004594635
0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,-2.6197451040897444,0.8219025043752238,0.08704706823817121,-0.2990073504658674,0.0917607765355023,-1.9875689146008928,1.9733195391435052,0.9920573604655935,-1.4563342443274785,0.6484004736899038,0.8415103253557448,63.63419108898058
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,-1.282747215113626,-0.5182906708152888,0.4696880838568581,-1.6554348707127498,0.2519947195221042,86.27570034708272
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,0.7655490281430551,-0.43081037271289363,1.2177065129764029,0.7306302172338774,-0.9792886704803481,18.60534665588996
